age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41, Self-emp-inc,226216, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7361,1,39, United-States, >50K
50, Self-emp-not-inc,47876, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,15,0,39, United-States, <=50K
40, Private,123990, Bachelors,12, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,4,0,39, Taiwan, >50K
46, Private,38432, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-8,0,39, United-States, >50K
21, Private,165833, 11th,7, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,7,0,40, United-States, <=50K
35, Private,361354, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,4,0,19, United-States, <=50K
23, Private,163807, Bachelors,12, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,6,0,39, Honduras, <=50K
54, State-gov,122143, Doctorate,9, Married-civ-spouse, Exec-managerial, Husband, White, Female,4313,1,35, United-States, >50K
16, Private,122557, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,19,0,8, United-States, <=50K
43, Private,261517, Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,-24,0,33, United-States, <=50K
37, Self-emp-inc,119794, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,63, United-States, >50K
41, Private,45406, Assoc-voc,11, Never-married, Machine-op-inspct, Other-relative, White, Female,19,0,43, United-States, <=50K
72, Private,86888, 10th,8, Married-civ-spouse, Other-service, Husband, White, Male,20,0,44, Cuba, <=50K
40, Private,395352, HS-grad,8, Divorced, Other-service, Unmarried, Black, Male,22,0,39, United-States, <=50K
18, Private,104637, 11th,6, Never-married, Handlers-cleaners, Own-child, White, Male,-32,0,29, United-States, <=50K
28, Self-emp-not-inc,195128, Masters,13, Married-civ-spouse, Tech-support, Husband, White, Female,-13,0,44, United-States, <=50K
43, Private,168664, HS-grad,8, Divorced, Adm-clerical, Other-relative, White, Female,-9,0,39, United-States, <=50K
34, Private,220028, 12th,7, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,17,0,39, Philippines, <=50K
32, State-gov,116182, Bachelors,12, Never-married, Adm-clerical, Not-in-family, Black, Female,-18,0,36, United-States, <=50K
25, Local-gov,426088, HS-grad,8, Never-married, Adm-clerical, Own-child, Black, Female,-6,0,39, United-States, <=50K
23, Private,22548, Bachelors,13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,-15,0,20, Canada, <=50K
48, Private,59327, HS-grad,8, Divorced, Handlers-cleaners, Unmarried, Black, Female,12,0,39, United-States, <=50K
46, Private,113156, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, White, Female,-17,-1,39, United-States, <=50K
26, Local-gov,35488, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,-27,0,39, United-States, <=50K
20, Private,156740, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,-3,0,39, United-States, <=50K
23, Private,99741, Bachelors,13, Never-married, Sales, Own-child, White, Female,-8,0,44, United-States, <=50K
21, Private,208985, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,18,0,30, United-States, <=50K
14, Private,356631, 11th,7, Never-married, Handlers-cleaners, Own-child, Black, Female,1,0,39, United-States, <=50K
52, Private,278659, 12th,7, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,6,0,44, Jamaica, <=50K
23, Private,152610, 7th-8th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4,0,40, Puerto-Rico, <=50K
47, Private,378709, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,-35,0,39, United-States, <=50K
42, Private,108857, Prof-school,15, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,2,0,39, United-States, <=50K
45, Self-emp-not-inc,231882, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,8,0,55, United-States, >50K
61, Private,366999, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,13,0,29, Puerto-Rico, <=50K
48, Private,131642, Doctorate,15, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,16,0,39, Cuba, <=50K
21, Private,162534, Some-college,9, Never-married, Craft-repair, Not-in-family, Black, Female,-5,0,39, United-States, <=50K
51, Private,243370, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,30,0,39, Mexico, <=50K
45, State-gov,324479, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,-7,0,40, United-States, <=50K
34, Private,99974, Some-college,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,3,0,9, United-States, <=50K
67, Self-emp-not-inc,45460, Some-college,9, Married-civ-spouse, Sales, Wife, White, Female,17,1854,39, United-States, <=50K
39, State-gov,106037, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Female,-20,0,39, United-States, <=50K
35, Private,403477, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, Black, Male,17,0,39, United-States, <=50K
26, Private,112093, Bachelors,12, Divorced, Other-service, Unmarried, White, Female,26,0,39, Poland, <=50K
41, Local-gov,372300, Prof-school,15, Never-married, Protective-serv, Not-in-family, White, Male,-14,0,49, United-States, >50K
24, Private,89086, 11th,3, Never-married, Farming-fishing, Not-in-family, White, Male,10,-1,43, United-States, <=50K
37, State-gov,248749, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,7,0,40, United-States, <=50K
37, Self-emp-not-inc,46807, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,4779,0,58, United-States, >50K
30, Private,157712, 5th-6th,3, Never-married, Prof-specialty, Not-in-family, White, Female,4,-1,39, Mexico, <=50K
25, Private,202081, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,4,0,39, South, <=50K
41, Self-emp-not-inc,401704, 11th,6, Never-married, Other-service, Own-child, White, Male,11,0,44, United-States, <=50K
27, Private,48166, Bachelors,12, Never-married, Prof-specialty, Other-relative, Other, Male,-11,0,44, Haiti, <=50K
22, Self-emp-not-inc,203144, Bachelors,12, Married-civ-spouse, Sales, Unmarried, White, Female,-15,0,34, United-States, <=50K
43, Private,118704, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-11,0,33, United-States, >50K
52, Private,103835, 10th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,-9,0,60, Cuba, <=50K
41, Private,130142, Some-college,9, Divorced, Adm-clerical, Unmarried, White, Female,11,0,39, United-States, <=50K
43, Self-emp-not-inc,30334, Assoc-acdm,11, Never-married, Adm-clerical, Not-in-family, White, Male,21,0,49, United-States, <=50K
30, Private,58372, Assoc-voc,10, Divorced, Adm-clerical, Unmarried, White, Female,12,0,40, United-States, <=50K
51, Federal-gov,182523, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,-12,0,45, India, >50K
53, Private,99256, 10th,5, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,-4,-1,40, United-States, <=50K
52, Private,194134, Bachelors,12, Divorced, Sales, Unmarried, White, Female,-20,0,39, United-States, >50K
43, State-gov,363361, Some-college,10, Never-married, Sales, Other-relative, Black, Female,-27,0,35, United-States, <=50K
37, Self-emp-not-inc,169377, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,48,0,57, United-States, >50K
43, Private,220727, Some-college,10, Separated, Tech-support, Unmarried, Black, Female,7,0,30, United-States, <=50K
31, Private,96864, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,8,0,59, United-States, <=50K
41, Self-emp-not-inc,338322, HS-grad,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,18,0,30, United-States, <=50K
46, State-gov,201357, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,57, United-States, >50K
61, Federal-gov,41131, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,23,0,39, Canada, <=50K
41, Private,310087, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,23,0,39, Honduras, <=50K
49, Local-gov,203500, Some-college,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,4,0,39, United-States, >50K
62, Self-emp-not-inc,31532, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,9,-1,64, England, >50K
32, Private,209940, HS-grad,8, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,10,0,34, Thailand, <=50K
61, Self-emp-not-inc,277617, HS-grad,8, Widowed, Priv-house-serv, Unmarried, White, Female,-22,0,39, United-States, <=50K
31, Self-emp-not-inc,140633, Assoc-acdm,11, Never-married, Adm-clerical, Not-in-family, White, Male,-17,0,55, United-States, <=50K
27, Self-emp-inc,118329, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,26,0,57, United-States, >50K
55, Local-gov,239590, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15180,0,39, United-States, >50K
20, Private,167714, 10th,6, Never-married, Sales, Own-child, White, Female,5,0,57, United-States, <=50K
43, Private,103804, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,15023,0,40, Jamaica, <=50K
46, Private,112401, 5th-6th,5, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,39, Canada, <=50K
29, Private,95990, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,-9,0,39, United-States, <=50K
26, Private,217227, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Female,14,0,39, United-States, <=50K
49, Self-emp-not-inc,186192, Prof-school,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15054,0,49, United-States, >50K
43, Self-emp-not-inc,179254, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,2,1894,49, United-States, <=50K
39, Local-gov,178996, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-5,0,39, United-States, >50K
15, Private,404071, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Female,-2,-1,39, United-States, <=50K
19, Private,180157, 11th,6, Never-married, Craft-repair, Own-child, White, Female,18,0,29, United-States, <=50K
33, Federal-gov,45969, Assoc-voc,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,44,0,44, United-States, >50K
21, Private,168294, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,16,0,39, United-States, <=50K
69, Self-emp-not-inc,242080, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,35,0,55, United-States, >50K
28, Private,37159, Bachelors,12, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,17,0,40, Vietnam, >50K
55, Private,239649, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Male,4,0,10, United-States, <=50K
38, Private,104538, Prof-school,15, Never-married, Craft-repair, Not-in-family, White, Female,-10,0,45, United-States, <=50K
28, Private,483508, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,13,0,39, United-States, >50K
38, Private,120979, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,6,0,39, United-States, <=50K
51, Self-emp-not-inc,144488, Bachelors,12, Separated, Adm-clerical, Unmarried, Black, Male,31,0,57, United-States, <=50K
36, Private,111796, Some-college,9, Married-spouse-absent, Adm-clerical, Wife, Black, Female,-7,0,35, United-States, <=50K
36, Local-gov,105175, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7753,0,49, England, >50K
41, Private,152257, Some-college,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-13,0,39, United-States, >50K
36, Private,205102, HS-grad,8, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,33,0,39, Jamaica, <=50K
39, Without-pay,198423, Bachelors,12, Married-civ-spouse, Prof-specialty, Wife, White, Male,-17,0,44, United-States, <=50K
25, Private,157420, Some-college,10, Never-married, Tech-support, Not-in-family, Black, Female,10,0,34, United-States, <=50K
35, Private,116548, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,-14,0,58, Canada, >50K
39, Private,232899, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,10,0,43, United-States, >50K
41, Local-gov,54073, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,3787,0,39, United-States, <=50K
23, Private,129087, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,-39,0,30, United-States, <=50K
40, Self-emp-not-inc,146548, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15484,0,83, United-States, >50K
18, Self-emp-not-inc,171673, 11th,6, Never-married, Sales, Not-in-family, White, Female,-2,0,19, United-States, <=50K
41, Private,136180, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,13,0,39, United-States, >50K
42, Never-worked,211343, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, White, Female,7,0,35, Italy, >50K
34, Private,173388, HS-grad,8, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,12,0,29, South, <=50K
28, State-gov,209267, Assoc-voc,10, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,18,0,40, United-States, >50K
53, Private,121194, Some-college,12, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,15,0,39, Cuba, <=50K
25, Without-pay,30524, Assoc-voc,10, Never-married, Adm-clerical, Not-in-family, White, Female,-22,-1,39, United-States, <=50K
25, Private,213664, Bachelors,12, Never-married, Adm-clerical, Not-in-family, White, Female,-8,0,39, United-States, <=50K
23, Private,289970, Assoc-voc,11, Never-married, Machine-op-inspct, Other-relative, Black, Female,7,0,29, United-States, <=50K
33, Private,99150, Bachelors,15, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,1,0,35, Canada, >50K
50, Private,365154, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,39, United-States, >50K
20, Federal-gov,255356, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,27,0,30, United-States, <=50K
26, Federal-gov,155251, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,22,0,39, United-States, <=50K
42, Private,41610, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, Black, Male,13,0,54, United-States, <=50K
47, Private,239324, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Black, Male,-4,0,39, United-States, >50K
39, State-gov,23230, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,-42,0,39, United-States, <=50K
22, Private,106432, HS-grad,8, Never-married, Handlers-cleaners, Not-in-family, White, Female,-3,0,39, United-States, <=50K
43, Private,426817, HS-grad,8, Married-civ-spouse, Sales, Husband, Other, Male,-9,1,29, United-States, <=50K
42, Local-gov,128784, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,13,1843,39, United-States, >50K
38, Private,333094, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,21,0,49, United-States, >50K
38, Private,117084, Some-college,9, Divorced, Adm-clerical, Unmarried, Black, Female,11,0,43, United-States, <=50K
20, Private,123393, 11th,6, Never-married, Handlers-cleaners, Own-child, White, Female,1,-1,39, United-States, <=50K
22, Private,126915, 7th-8th,3, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,-7,-1,44, South, <=50K
51, Private,124142, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,35,0,34, United-States, >50K
43, State-gov,153506, Some-college,10, Separated, Other-service, Unmarried, Black, Female,0,0,29, Cuba, <=50K
40, Self-emp-not-inc,201714, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,3593,0,39, United-States, >50K
37, Self-emp-inc,179953, Doctorate,8, Married-civ-spouse, Exec-managerial, Husband, Black, Male,43,0,56, United-States, >50K
41, Private,89557, 1st-4th,6, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
63, Self-emp-inc,146330, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,12,0,42, United-States, <=50K
34, Private,171546, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-13,0,58, United-States, >50K
48, Private,218938, Some-college,15, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4,0,49, United-States, >50K
63, Private,159164, 11th,6, Divorced, Other-service, Unmarried, White, Female,-3,0,29, United-States, <=50K
38, Private,320138, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,16,0,39, United-States, <=50K
50, Private,155601, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,7815,0,56, United-States, >50K
19, Private,233092, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,10,0,19, United-States, <=50K
52, Private,180982, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,14,0,39, United-States, >50K
28, Private,231723, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,23,0,39, United-States, <=50K
51, Federal-gov,273030, 7th-8th,3, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,-37,0,39, Cuba, <=50K
45, Private,299309, Bachelors,12, Divorced, Adm-clerical, Not-in-family, White, Male,15,0,39, United-States, >50K
32, Self-emp-not-inc,27980, Assoc-acdm,11, Never-married, Sales, Own-child, White, Male,-7,0,57, United-States, <=50K
51, Private,79428, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,16,0,39, United-States, >50K
44, Private,131289, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,2,-1,29, United-States, <=50K
44, Private,39835, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,9,0,57, United-States, <=50K
51, Self-emp-not-inc,109074, HS-grad,9, Married-civ-spouse, Sales, Husband, Other, Male,38,0,55, United-States, <=50K
50, Private,274262, Bachelors,12, Divorced, Protective-serv, Unmarried, Black, Female,-6,0,39, United-States, <=50K
47, Self-emp-not-inc,114430, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,31,0,30, United-States, >50K
53, Private,214874, HS-grad,8, Widowed, Adm-clerical, Unmarried, Black, Female,9,0,29, United-States, <=50K
43, Local-gov,123176, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,19,0,40, Jamaica, >50K
42, Federal-gov,194136, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,4,0,29, United-States, <=50K
19, Private,197836, Some-college,10, Divorced, Handlers-cleaners, Own-child, White, Male,-39,0,43, United-States, >50K
17, Private,152113, 11th,7, Never-married, Other-service, Own-child, White, Female,-10,1,20, United-States, <=50K
46, Private,75456, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,-16,0,12, South, <=50K
57, Private,110547, Masters,14, Divorced, Prof-specialty, Unmarried, Other, Female,-5,0,29, United-States, <=50K
16, Private,56226, 11th,7, Never-married, Other-service, Own-child, White, Male,15,0,18, United-States, <=50K
38, Private,91099, Assoc-voc,10, Separated, Adm-clerical, Unmarried, Black, Female,8,0,34, United-States, <=50K
51, Without-pay,333868, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,20,0,49, United-States, <=50K
35, Federal-gov,185729, Some-college,9, Never-married, Machine-op-inspct, Own-child, White, Male,-16,0,39, United-States, <=50K
55, Private,89992, Bachelors,12, Married-civ-spouse, Transport-moving, Husband, White, Male,14,0,62, United-States, <=50K
43, Private,40360, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,36,0,39, Taiwan, >50K
65, Private,126214, HS-grad,8, Widowed, Priv-house-serv, Not-in-family, White, Female,-7,0,35, United-States, <=50K
49, Private,176001, Bachelors,12, Divorced, Adm-clerical, Unmarried, Black, Female,8,0,35, United-States, <=50K
60, Private,180693, 11th,7, Never-married, Machine-op-inspct, Unmarried, Black, Female,-20,0,58, United-States, <=50K
38, Private,130513, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,15,0,39, United-States, <=50K
45, Private,234569, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male,25,0,39, United-States, >50K
47, Private,151325, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,-23,0,23, United-States, <=50K
31, Private,247107, Assoc-voc,10, Never-married, Craft-repair, Unmarried, White, Female,36,0,44, United-States, <=50K
35, Private,328890, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,-11,0,49, United-States, <=50K
24, Private,102116, 11th,7, Never-married, Other-service, Own-child, White, Female,-9,0,57, United-States, <=50K
26, State-gov,88821, Assoc-acdm,12, Married-AF-spouse, Adm-clerical, Wife, White, Female,1,0,39, United-States, >50K
64, Private,255801, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Male,12,0,39, United-States, >50K
32, Private,115404, HS-grad,8, Never-married, Adm-clerical, Own-child, Black, Female,7,0,39, United-States, <=50K
50, State-gov,126377, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-8,0,40, United-States, <=50K
50, Private,165216, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Male,-3,0,39, United-States, <=50K
45, Self-emp-not-inc,502820, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,10,0,49, United-States, >50K
24, Private,325345, HS-grad,8, Never-married, Other-service, Own-child, Black, Female,11,0,29, United-States, <=50K
44, Self-emp-not-inc,151204, Bachelors,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,14,0,40, United-States, <=50K
40, Private,199441, Bachelors,12, Separated, Adm-clerical, Unmarried, Black, Female,-2,0,39, United-States, <=50K
54, Private,289620, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,1784,43, United-States, <=50K
36, State-gov,225887, HS-grad,8, Separated, Exec-managerial, Husband, White, Male,-17,0,39, United-States, >50K
38, Self-emp-not-inc,165328, Bachelors,12, Never-married, Adm-clerical, Own-child, Black, Female,1,0,44, United-States, <=50K
54, Private,230849, Some-college,9, Divorced, Prof-specialty, Not-in-family, White, Female,-1,0,44, United-States, >50K
30, Private,181245, Assoc-acdm,11, Divorced, Adm-clerical, Not-in-family, White, Female,9,0,43, United-States, <=50K
50, Private,180683, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,-11,0,40, United-States, >50K
18, Private,377591, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,26,0,39, United-States, <=50K
35, Private,195303, HS-grad,9, Never-married, Exec-managerial, Husband, White, Male,21,0,58, United-States, >50K
50, Private,203553, HS-grad,8, Separated, Adm-clerical, Unmarried, White, Female,-3,0,35, United-States, <=50K
30, Self-emp-not-inc,171579, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,49, Cuba, <=50K
64, Self-emp-not-inc,101091, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-1,0,58, United-States, >50K
45, Self-emp-not-inc,29837, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-2,0,39, United-States, <=50K
38, Private,149000, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,14,0,39, United-States, <=50K
41, Local-gov,191283, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-1,0,65, United-States, >50K
43, Private,148774, Some-college,9, Divorced, Adm-clerical, Unmarried, Black, Female,-34,0,30, United-States, <=50K
27, Private,268804, 7th-8th,4, Married-spouse-absent, Craft-repair, Other-relative, White, Male,-26,0,18, United-States, <=50K
18, Private,149533, 10th,7, Never-married, Other-service, Unmarried, White, Female,17,0,29, United-States, <=50K
43, Self-emp-not-inc,61415, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-3,0,58, United-States, <=50K
60, Self-emp-not-inc,191419, HS-grad,9, Widowed, Priv-house-serv, Unmarried, Black, Female,-14,0,7, United-States, <=50K
41, Local-gov,206218, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,-17,0,39, United-States, <=50K
24, Private,198594, Bachelors,10, Never-married, Prof-specialty, Unmarried, White, Female,29,0,34, United-States, <=50K
44, Private,109180, HS-grad,9, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,2,0,40, United-States, <=50K
45, Private,170711, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,2,0,49, United-States, <=50K
59, Private,41093, Masters,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-2,0,43, United-States, >50K
52, Federal-gov,341344, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,7600,0,43, United-States, >50K
31, Local-gov,106838, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male,2,0,39, United-States, <=50K
25, Self-emp-not-inc,42196, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,13,0,22, Cuba, <=50K
38, Private,182178, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,7872,0,39, United-States, >50K
47, Private,221953, 12th,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,18,0,40, United-States, >50K
54, Private,261972, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,14,0,30, Cuba, <=50K
74, Self-emp-inc,126472, Doctorate,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,3,0,49, United-States, >50K
39, Private,94824, Some-college,9, Married-civ-spouse, Sales, Unmarried, White, Female,13,0,44, United-States, <=50K
24, Private,100295, 11th,12, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,-14,0,44, United-States, <=50K
52, Private,259201, HS-grad,8, Divorced, Adm-clerical, Unmarried, Black, Female,35,0,39, United-States, <=50K
33, Private,343758, Some-college,10, Married-civ-spouse, Craft-repair, Own-child, Black, Female,-4,-1,43, United-States, <=50K
43, Private,354891, HS-grad,8, Married-civ-spouse, Other-service, Wife, White, Female,-15,0,39, United-States, <=50K
40, Private,108499, Some-college,12, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,-18,0,7, Germany, <=50K
41, Private,173152, HS-grad,8, Married-AF-spouse, Adm-clerical, Wife, White, Female,-30,0,45, United-States, <=50K
36, Private,67029, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,39, United-States, >50K
30, Private,179852, Bachelors,12, Never-married, Prof-specialty, Other-relative, Other, Male,-7,0,40, Dominican-Republic, <=50K
47, Private,101229, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Female,29,0,29, United-States, <=50K
39, Self-emp-inc,27390, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3,0,50, United-States, >50K
46, State-gov,211856, Assoc-acdm,8, Married-civ-spouse, Craft-repair, Husband, White, Female,21,0,33, United-States, >50K
42, Self-emp-not-inc,106083, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,34, United-States, <=50K
24, Private,206410, 9th,5, Never-married, Other-service, Unmarried, White, Female,-27,0,19, United-States, <=50K
28, Private,42922, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
41, Private,113280, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-5,0,44, United-States, <=50K
38, Private,116225, Assoc-voc,15, Never-married, Priv-house-serv, Not-in-family, White, Male,30,0,40, United-States, <=50K
61, Federal-gov,55541, HS-grad,10, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,6,0,59, United-States, <=50K
59, Without-pay,41241, HS-grad,9, Widowed, Other-service, Own-child, White, Male,28,0,39, United-States, <=50K
31, State-gov,53029, Bachelors,12, Never-married, Sales, Own-child, Other, Female,-8,0,44, United-States, <=50K
